FID,pointid,grid_code,reforest,recultivat,area,RASTERVALU,Longitude,Latitude,lu
97429,129229,130825,5,5,57600,0.576,1032720,4554059,0
97473,129293,130826,5,5,144000,1.44,918604,4553901,0
97474,129294,130825,5,5,25200,0.252,1029125,4553800,0
97480,129306,130826,5,5,57600,0.576,926459,4553741,0
97481,129307,130825,5,5,43200,0.432,1003415,4553737,0
97493,129327,130825,5,5,50400,0.504,1079340,4553738,0
97535,129383,130826,5,5,52200,0.522,963620,4553458,0
97557,129420,130825,5,5,74700,0.747,1044987,4553316,0
97564,129428,130825,5,5,64800,0.648,1045546,4553277,0
97591,129466,130825,5,5,38700,0.387,984694,4553183,0
97598,129475,130825,5,5,62100,0.621,1012917,4553143,0
97657,129564,130825,5,5,119700,1.197,1003002,4552680,0
97667,129574,130826,5,5,64800,0.648,937545,4552628,0
97703,129625,130825,5,5,58500,0.585,1023827,4552437,0
97725,129658,130825,5,5,77400,0.774,1059242,4552287,0
97795,129749,130825,5,5,30600,0.306,998846,4551878,0
97828,129790,130825,5,5,59400,0.594,1043230,4551878,0
97840,129802,130828,5,5,25200,0.252,987237,4551785,0
97874,129853,130825,5,5,24300,0.243,1029679,4551478,0
97974,129997,130825,5,5,123300,1.233,1001350,4550920,0
97997,130026,130825,5,5,80100,0.801,1030183,4550879,0
98050,130094,130825,5,5,46800,0.468,1068297,4550502,0
98077,130127,130825,5,5,44100,0.441,1050865,4550337,0
98087,130141,130825,5,5,71100,0.711,1059848,4550469,0
98121,130184,130825,5,5,57600,0.576,1048098,4550089,0
98128,130193,130825,5,5,53100,0.531,1051764,4550107,0
98141,130210,130825,5,5,22500,0.225,1048537,4549971,0
98171,130249,130825,5,5,39600,0.396,1049198,4549796,0
98251,130363,130825,5,5,81900,0.819,1059264,4549455,0
98305,130433,130825,5,5,97200,0.972,1021528,4549193,0
98401,130558,130826,5,5,27900,0.279,966296,4548608,0
98447,130620,130825,5,5,51300,0.513,995718,4548388,0
98534,130745,130825,5,5,75600,0.756,1030038,4547873,0
98610,130853,130825,5,5,40500,0.405,974744,4547450,0
98691,130964,130825,5,5,160200,1.602,1020398,4547352,0
98701,130978,130825,5,5,31500,0.315,1024726,4546985,0
98711,130991,130825,5,5,220500,2.205,1058154,4547229,0
98729,131013,130825,5,5,54900,0.549,1042717,4546841,0
98743,131031,130825,5,5,61200,0.612,1044876,4546767,0
98748,131038,130825,5,5,58500,0.585,1024830,4546666,0
98755,131048,130825,5,5,68400,0.684,1046701,4546710,0
98780,131081,130826,5,5,67500,0.675,936941,4546575,0
98781,131082,130825,5,5,84600,0.846,1043488,4546542,0
98809,131120,130825,5,5,27900,0.279,1008844,4546259,0
98874,131209,130825,5,5,41400,0.414,975750,4545929,0
98908,131257,130825,5,5,59400,0.594,1014293,4545801,0
98927,131291,130825,5,5,53100,0.531,1034894,4545751,0
98933,131302,130825,5,5,305100,3.051,987708,4545953,0
99062,131465,130825,5,5,45000,0.45,1036157,4544912,0
99110,131538,130825,5,5,102600,1.026,987013,4544728,0
99153,131597,130826,5,5,195300,1.953,913510,4544591,0
99156,131602,130825,5,5,67500,0.675,1009042,4544483,0
99157,131604,130825,5,5,38700,0.387,1084698,4544338,0
99230,131692,130826,5,5,68400,0.684,934959,4544154,0
99274,131750,130825,5,5,48600,0.486,1080463,4543842,0
99277,131754,130825,5,5,44100,0.441,1013709,4543915,0
99334,131833,130826,5,5,176400,1.764,968946,4543658,0
99368,131883,130825,5,5,123300,1.233,1074414,4543391,0
99432,131976,130825,5,5,70200,0.702,1078483,4542942,0
99503,132076,130825,5,5,90900,0.909,1009602,4542601,0
99569,132171,130825,5,5,63000,0.63,1031083,4542154,0
99611,132235,130825,5,5,47700,0.477,1012568,4541813,0
99616,132243,130825,5,5,63000,0.63,1074621,4541766,0
99639,132276,130825,5,5,126900,1.269,1068754,4541804,0
99652,132296,130825,5,5,65700,0.657,1075507,4541592,0
99686,132345,130825,5,5,14400,0.144,983422,4541317,0
99717,132395,130825,5,5,72000,0.72,1053190,4541246,0
99733,132418,130825,5,5,19800,0.198,984352,4541051,0
99741,132429,130826,5,5,53100,0.531,950324,4541080,0
99751,132443,130826,5,5,45000,0.45,951378,4540985,0
99766,132464,130825,5,5,50400,0.504,1031493,4540971,0
99776,132481,130825,5,5,72900,0.729,997692,4540963,0
99807,132523,130825,5,5,38700,0.387,985750,4540676,0
99910,132658,130825,5,5,303300,3.033,991247,4540639,0
99913,132662,130825,5,5,25200,0.252,1023172,4540155,0
99924,132675,130825,5,5,22500,0.225,1008891,4540118,0
99951,132718,130825,5,5,73800,0.738,1067085,4540023,0
99954,132726,130825,5,5,45900,0.459,1023393,4539941,0
100111,132949,130826,5,5,56700,0.567,935382,4539045,0
100195,133065,130825,5,5,167400,1.674,1060664,4538823,0
100202,133073,130825,5,5,49500,0.495,1055582,4538475,0
100256,133152,130825,5,5,50400,0.504,1020098,4538194,0
100282,133190,130825,5,5,74700,0.747,1054925,4538070,0
100303,133223,130825,5,5,92700,0.927,1033180,4537974,0
100319,133243,130825,5,5,84600,0.846,999653,4537882,0
100380,133325,130825,5,5,91800,0.918,1006607,4537550,0
100434,133394,130825,5,5,59400,0.594,1005924,4537197,0
100468,133440,130825,5,5,45900,0.459,1077348,4537052,0
100481,133459,130825,5,5,252900,2.529,1021317,4537290,0
100489,133470,130825,5,5,134100,1.341,1035213,4537018,0
100518,133514,130826,5,5,68400,0.684,932235,4536727,0
100519,133515,130825,5,5,52200,0.522,1068950,4536676,0
100567,133584,130724,5,5,148500,1.485,889298,4536622,0
100572,133591,130825,5,5,73800,0.738,1034461,4536593,0
100603,133640,130825,5,5,328500,3.285,1066800,4536662,0
100615,133655,130826,5,5,194400,1.944,908783,4536458,0
100622,133666,130825,5,5,103500,1.035,1021956,4536230,0
100682,133740,130724,5,5,32400,0.324,887216,4535871,0
100736,133812,130825,5,5,21600,0.216,1030038,4535510,0
100741,133819,130826,5,5,47700,0.477,929757,4535460,0
100742,133820,130825,5,5,442800,4.428,1027768,4535862,0
100780,133876,130826,5,5,38700,0.387,917244,4535278,0
100787,133886,130825,5,5,38700,0.387,1029661,4535224,0
100812,133920,130825,5,5,54000,0.54,1008098,4535062,0
100829,133940,130825,5,5,281700,2.817,1046407,4535260,0
100898,134047,130825,5,5,38700,0.387,1023537,4534550,0
100899,134048,130825,5,5,77400,0.774,1024885,4534634,0
100995,134173,130825,5,5,77400,0.774,1003286,4534235,0
101096,134315,130825,5,5,49500,0.495,1073853,4533602,0
101129,134365,130825,5,5,73800,0.738,1032510,4533458,0
101141,134382,130825,5,5,43200,0.432,978909,4533342,0
101146,134388,130825,5,5,234900,2.349,1030986,4533445,0
101162,134410,130825,5,5,69300,0.693,1062202,4533245,0
101206,134470,130825,5,5,138600,1.386,1068018,4532965,0
101272,134555,130825,5,5,62100,0.621,972418,4532671,0
101274,134560,130825,5,5,45000,0.45,1003709,4532564,0
101317,134622,130821,5,5,36000,0.36,1091106,4532427,0
101328,134640,130825,5,5,94500,0.945,1063415,4532311,0
101407,134742,130881,5,5,26100,0.261,1169050,4531757,0
101408,134742,130881,5,5,26100,0.261,1169050,4531757,0
101415,134751,130821,5,5,49500,0.495,1092744,4531893,0
101442,134787,130825,5,5,169200,1.692,1005100,4531991,0
101452,134800,130826,5,5,38700,0.387,938964,4531602,0
101462,134819,130825,5,5,64800,0.648,974022,4531512,0
101465,134823,130881,5,5,30600,0.306,1168577,4531496,0
101466,134823,130881,5,5,30600,0.306,1168577,4531496,0
101485,134846,130825,5,5,63900,0.639,980629,4531431,0
101493,134859,130825,5,5,72000,0.72,981613,4531396,0
101510,134885,130825,5,5,138600,1.386,1074943,4531359,0
101534,134919,130825,5,5,18900,0.189,1069181,4531112,0
101564,134959,130826,5,5,54000,0.54,928862,4531059,0
101577,134977,130825,5,5,124200,1.242,983238,4531107,0
101594,135001,130825,5,5,192600,1.926,1075457,4531020,0
101600,135008,130825,5,5,112500,1.125,1037173,4530961,0
101625,135043,130825,5,5,36000,0.36,1069601,4530732,0
101649,135072,130825,5,5,108000,1.08,1064426,4530662,0
101666,135097,130825,5,5,54000,0.54,1060587,4530437,0
101680,135118,130825,5,5,37800,0.378,983092,4530364,0
101777,135260,130825,5,5,64800,0.648,1016212,4529804,0
101943,135495,130881,5,5,67500,0.675,1168851,4528898,0
101974,135540,130825,5,5,90000,0.9,979842,4528764,0
101978,135545,130825,5,5,92700,0.927,1018328,4528700,0
101995,135568,130825,5,5,37800,0.378,1047375,4528540,0
102021,135601,130881,5,5,201600,2.016,1136682,4528459,0
102027,135609,130881,5,5,81900,0.819,1169455,4528396,0
102061,135654,130825,5,5,140400,1.404,1063031,4528398,0
102112,135712,130826,5,5,137700,1.377,970968,4527986,0
102123,135725,130826,5,5,124200,1.242,927191,4527934,0
102137,135743,130825,5,5,73800,0.738,1034503,4527911,0
102173,135789,130881,5,5,112500,1.125,1163800,4527639,0
102191,135812,130825,5,5,38700,0.387,1017194,4527516,0
102210,135840,130821,5,5,39600,0.396,1084674,4527386,0
102214,135848,130881,5,5,47700,0.477,1124874,4527361,0
102215,135849,130881,5,5,36900,0.369,1125194,4527352,0
102217,135853,130825,5,5,37800,0.378,1063804,4527323,0
102262,135930,130881,5,5,86400,0.864,1149339,4527060,0
102314,136005,130825,5,5,38700,0.387,1028580,4526641,0
102328,136022,130821,5,5,74700,0.747,1093753,4526540,0
102411,136143,130821,5,5,27900,0.279,1091183,4526051,0
102415,136148,130881,5,5,49500,0.495,1156204,4525971,0
102422,136161,130724,5,5,128700,1.287,889959,4525921,0
102442,136188,130881,5,5,25200,0.252,1140862,4525737,0
102456,136215,130825,5,5,115200,1.152,1029322,4525716,0
102477,136244,130881,5,5,36900,0.369,1144076,4525549,0
102490,136262,130821,5,5,81900,0.819,1093097,4525575,0
102507,136291,130881,5,5,64800,0.648,1138558,4525337,0
102522,136314,130825,5,5,55800,0.558,1016292,4525344,0
102550,136357,130825,5,5,122400,1.224,1044210,4525287,0
102566,136374,130821,5,5,33300,0.333,1089577,4525033,0
102572,136380,130826,5,5,90000,0.9,984540,4525131,0
102597,136420,130881,5,5,46800,0.468,1157639,4524852,0
102600,136424,130881,5,5,18900,0.189,1114077,4524778,0
102618,136451,130881,5,5,42300,0.423,1154330,4524702,0
102632,136469,130881,5,5,205200,2.052,1156385,4524799,0
102639,136478,130825,5,5,36000,0.36,1009029,4524608,0
102646,136488,130825,5,5,22500,0.225,1009848,4524521,0
102671,136520,130826,5,5,90900,0.909,981148,4524527,0
102692,136547,130881,5,5,165600,1.656,1155469,4524375,0
102712,136576,130881,5,5,39600,0.396,1119481,4524125,0
102714,136578,130881,5,5,18900,0.189,1142548,4524141,0
102754,136633,130881,5,5,73800,0.738,1111740,4523985,0
102762,136644,130825,5,5,60300,0.603,1063917,4523961,0
102772,136662,130881,5,5,27900,0.279,1154302,4523851,0
102791,136698,130825,5,5,278100,2.781,1046152,4523962,0
102803,136719,130825,5,5,234000,2.34,1007527,4523865,0
102807,136725,130826,5,5,104400,1.044,994312,4523659,0
102814,136739,130881,5,5,89100,0.891,1134076,4523687,0
102820,136752,130881,5,5,170100,1.701,1168026,4523608,0
102824,136761,130821,5,5,13500,0.135,1086643,4523446,0
102825,136762,130881,5,5,87300,0.873,1149408,4523499,0
102831,136770,130821,5,5,72000,0.72,1076643,4523441,0
102857,136812,130826,5,5,26100,0.261,979748,4523278,0
102858,136813,130825,5,5,50400,0.504,1051781,4523342,0
102863,136821,130881,5,5,30600,0.306,1114556,4523344,0
102889,136854,130826,5,5,309600,3.096,902054,4523484,0
102897,136861,130821,5,5,41400,0.414,1086827,4523175,0
102927,136904,130825,5,5,63000,0.63,1051722,4522979,0
102935,136919,130881,5,5,67500,0.675,1113194,4523031,0
102941,136926,130821,5,5,204300,2.043,1070338,4522881,0
102950,136940,130881,5,5,124200,1.242,1122346,4522897,0
102954,136944,130881,5,5,114300,1.143,1135461,4522814,0
102963,136957,130821,5,5,108900,1.089,1069139,4522842,0
102993,137007,130825,5,5,68400,0.684,1051395,4522541,0
103018,137040,130881,5,5,59400,0.594,1121969,4522479,0
103019,137041,130881,5,5,95400,0.954,1140288,4522576,0
103045,137080,130825,5,5,109800,1.098,1038315,4522432,0
103081,137126,130881,5,5,63000,0.63,1165717,4522089,0
103086,137133,130821,5,5,45900,0.459,1069845,4521999,0
103107,137166,130821,5,5,54900,0.549,1079498,4521930,0
103109,137168,130881,5,5,97200,0.972,1152110,4521935,0
103113,137175,130825,5,5,44100,0.441,1059611,4521900,0
103129,137196,130826,5,5,101700,1.017,908358,4521734,0
103133,137202,130724,5,5,35100,0.351,888421,4521734,0
103142,137218,130826,5,5,106200,1.062,909285,4521736,0
103146,137226,130821,5,5,36000,0.36,1079590,4521660,0
103157,137241,130881,5,5,25200,0.252,1161352,4521583,0
103163,137252,130881,5,5,160200,1.602,1135913,4521654,0
103169,137265,130881,5,5,150300,1.503,1127458,4521612,0
103174,137271,130825,5,5,56700,0.567,1038805,4521446,0
103193,137298,130826,5,5,49500,0.495,909762,4521388,0
103213,137330,130881,5,5,77400,0.774,1141207,4521378,0
103216,137334,130881,5,5,267300,2.673,1124538,4521468,0
103274,137419,130881,5,5,65700,0.657,1141592,4520968,0
103292,137443,130826,5,5,146700,1.467,984168,4521119,0
103294,137445,130881,5,5,23400,0.234,1135824,4520881,0
103310,137473,130821,5,5,14400,0.144,1090740,4520681,0
103311,137474,130821,5,5,47700,0.477,1094416,4520712,0
103324,137493,130826,5,5,151200,1.512,971075,4520839,0
103339,137513,130821,5,5,49500,0.495,1073823,4520714,0
103358,137537,130826,5,5,102600,1.026,925281,4520513,0
103359,137539,130825,5,5,94500,0.945,1066350,4520492,0
103385,137577,130826,5,5,67500,0.675,976269,4520372,0
103386,137578,130881,5,5,43200,0.432,1135867,4520377,0
103389,137581,130825,5,5,71100,0.711,1007879,4520384,0
103390,137582,130881,5,5,59400,0.594,1152120,4520406,0
103397,137592,130881,5,5,43200,0.432,1103858,4520299,0
103398,137593,130881,5,5,89100,0.891,1159072,4520373,0
103399,137594,130881,5,5,28800,0.288,1159869,4520287,0
103423,137622,130881,5,5,136800,1.368,1151323,4520159,0
103474,137707,130821,5,5,121500,1.215,1073373,4519902,0
103478,137714,130881,5,5,42300,0.423,1131545,4519648,0
103484,137721,130881,5,5,52200,0.522,1131052,4519734,0
103485,137722,130881,5,5,85500,0.855,1132353,4519665,0
103516,137775,130881,5,5,44100,0.441,1132813,4519486,0
103535,137801,130821,5,5,186300,1.863,1090048,4519789,0
103562,137840,130724,5,5,57600,0.576,890659,4519192,0
103564,137842,130881,5,5,29700,0.297,1138367,4519074,0
103571,137852,130881,5,5,40500,0.405,1138873,4519054,0
103572,137853,130881,5,5,99000,0.99,1148280,4519133,0
103576,137857,130821,5,5,119700,1.197,1080665,4519101,0
103615,137921,130825,5,5,49500,0.495,1062381,4518850,0
103621,137928,130881,5,5,68400,0.684,1149011,4518792,0
103631,137942,130825,5,5,54000,0.54,1025067,4518738,0
103654,137970,130825,5,5,90900,0.909,1036350,4518676,0
103660,137978,130825,5,5,69300,0.693,1055031,4518661,0
103671,137990,130881,5,5,48600,0.486,1162733,4518484,0
103673,137995,130881,5,5,106200,1.062,1120746,4518759,0
103692,138021,130881,5,5,79200,0.792,1161829,4518449,0
103718,138060,130825,5,5,48600,0.486,1050474,4518248,0
103742,138098,130821,5,5,45000,0.45,1098772,4518057,0
103747,138105,130724,5,5,24300,0.243,885345,4518051,0
103764,138129,130821,5,5,29700,0.297,1089639,4517970,0
103776,138144,130821,5,5,294300,2.943,1090100,4518159,0
103781,138153,130825,5,5,50400,0.504,1050803,4517890,0
103789,138163,130881,5,5,97200,0.972,1109720,4517893,0
103818,138218,130881,5,5,55800,0.558,1156889,4517637,0
103823,138223,130826,5,5,139500,1.395,902548,4517698,0
103825,138225,130821,5,5,54900,0.549,1071232,4517573,0
103832,138237,130825,5,5,128700,1.287,1042156,4517791,0
103833,138238,130821,5,5,23400,0.234,1096493,4517526,0
103841,138255,130881,5,5,97200,0.972,1139428,4517531,0
103867,138298,130826,5,5,168300,1.683,904650,4517390,0
103874,138307,130724,5,5,53100,0.531,876788,4517284,0
103884,138322,130821,5,5,59400,0.594,1091599,4517297,0
103894,138335,130821,5,5,20700,0.207,1096240,4517129,0
103913,138370,130825,5,5,144900,1.449,1036729,4517282,0
103925,138392,130881,5,5,59400,0.594,1111232,4517018,0
103935,138409,130821,5,5,24300,0.243,1101015,4516889,0
103940,138414,130825,5,5,86400,0.864,1012317,4517019,0
103941,138415,130821,5,5,72900,0.729,1095495,4517034,0
103960,138441,130881,5,5,66600,0.666,1112717,4516740,0
103961,138442,130881,5,5,42300,0.423,1142516,4516776,0
104005,138507,130826,5,5,171900,1.719,986159,4516658,0
104006,138508,130881,5,5,156600,1.566,1138465,4516697,0
104055,138580,130821,5,5,74700,0.747,1074351,4516282,0
104058,138584,130821,5,5,143100,1.431,1094172,4516286,0
104059,138585,130881,5,5,34200,0.342,1109175,4516206,0
104061,138587,130881,5,5,91800,0.918,1137817,4516220,0
104107,138663,130826,5,5,61200,0.612,996664,4515907,0
104131,138692,130724,5,5,58500,0.585,879677,4515697,0
104137,138704,130724,5,5,35100,0.351,893129,4515638,0
104139,138706,130825,5,5,225900,2.259,1015173,4515846,0
104140,138707,130825,5,5,81000,0.81,1021146,4515682,0
104145,138713,130881,5,5,336600,3.366,1122658,4516052,0
104201,138803,130821,5,5,51300,0.513,1083409,4515300,0
104206,138811,130821,5,5,80100,0.801,1096734,4515236,0
104224,138830,130826,5,5,77400,0.774,944490,4515152,0
104242,138854,130724,5,5,23400,0.234,892806,4514997,0
104251,138867,130724,5,5,136800,1.368,878686,4515058,0
104256,138874,130825,5,5,27900,0.279,1020039,4514867,0
104274,138896,130825,5,5,376200,3.762,1064947,4515135,0
104298,138934,130724,5,5,85500,0.855,893718,4514747,0
104307,138943,130881,5,5,108900,1.089,1130073,4514676,0
104315,138952,130724,5,5,107100,1.071,896100,4514709,0
104328,138972,130881,5,5,31500,0.315,1124140,4514511,0
104346,138995,130826,5,5,109800,1.098,978080,4514530,0
104386,139052,130826,5,5,31500,0.315,908065,4514156,0
104391,139060,130821,5,5,219600,2.196,1073153,4514368,0
104402,139079,130881,5,5,21600,0.216,1127065,4514095,0
104403,139081,130881,5,5,66600,0.666,1134063,4514090,0
104421,139113,130881,5,5,482400,4.824,1133515,4514435,0
104449,139144,130724,5,5,62100,0.621,892237,4513780,0
104457,139157,130724,5,5,78300,0.783,854764,4513750,0
104458,139158,130724,5,5,9000,0.09,894700,4513678,0
104519,139253,130724,5,5,66600,0.666,888957,4513320,0
104546,139297,130724,5,5,26100,0.261,894852,4513114,0
104575,139347,130825,5,5,87300,0.873,1063092,4513100,0
104586,139363,130826,5,5,33300,0.333,922092,4512946,0
104613,139401,130826,5,5,79200,0.792,918790,4512810,0
104614,139402,130821,5,5,45900,0.459,1078220,4512749,0
104618,139406,130881,5,5,33300,0.333,1158157,4512729,0
104624,139416,130881,5,5,47700,0.477,1157382,4512655,0
104641,139443,130881,5,5,104400,1.044,1138319,4512675,0
104682,139496,130881,5,5,38700,0.387,1149632,4512393,0
104712,139540,130826,5,5,79200,0.792,1001127,4512207,0
104731,139565,130821,5,5,70200,0.702,1092180,4512154,0
104732,139566,130881,5,5,81900,0.819,1145046,4512151,0
104761,139605,130821,5,5,150300,1.503,1071748,4512220,0
104795,139664,130881,5,5,31500,0.315,1150071,4511781,0
104821,139693,130825,5,5,63000,0.63,1027591,4511688,0
104837,139723,130881,5,5,40500,0.405,1141501,4511576,0
104849,139743,130881,5,5,34200,0.342,1146772,4511455,0
104865,139762,130881,5,5,25200,0.252,1110878,4511365,0
104894,139798,130825,5,5,48600,0.486,1066190,4511276,0
104901,139807,130881,5,5,55800,0.558,1111337,4511186,0
104914,139832,130821,5,5,15300,0.153,1100481,4511101,0
104915,139833,130881,5,5,45900,0.459,1112817,4511130,0
104953,139894,130826,5,5,106200,1.062,920613,4511049,0
104954,139895,130826,5,5,54900,0.549,924358,4510938,0
104984,139938,130724,5,5,164700,1.647,902032,4510892,0
104986,139940,130881,5,5,92700,0.927,1154468,4510782,0
105015,139981,130821,5,5,72000,0.72,1078999,4510600,0
105042,140015,130881,5,5,56700,0.567,1138703,4510425,0
105045,140020,130881,5,5,63900,0.639,1118602,4510362,0
105061,140045,130825,5,5,34200,0.342,1030645,4510311,0
105062,140047,130821,5,5,14400,0.144,1095671,4510260,0
